,小区名字,总价,户型,建筑面积,单价,朝向,楼层,装修,区域
7,卓扬北湖湾,80万,2室2厅1卫,104平米,7692元/平米,南北,中层,精装修,高新
8,吉大菲尔瑞特,90万,2室2厅1卫,80平米,11250元/平米,南北,中层,精装修,高新
9,吉盛小区,44万,2室1厅1卫,65平米,6769元/平米,东西,高层,豪华装修,二道
10,吉盛小区,75万,2室2厅1卫,88平米,8523元/平米,南北,中层,豪华装修,二道
11,五环高尔夫家园,55万,2室2厅1卫,104平米,5288元/平米,南北,高层,精装修,绿园
12,万科金域长春,212万,3室2厅2卫,130平米,16308元/平米,南北,高层,精装修,南关
13,,,,,,,,,
14,丰和日丽,105万,2室1厅1卫,75平米,14000元/平米,东,中层,暂无,绿园
15,万豪城,85万,3室2厅2卫,130平米,6538元/平米,南北,中层,精装修,经开
16,美景天城,66.8万,2室1厅1卫,77平米,8675元/平米,南北,高层,精装修,宽城
17,烟草小区,117万,2室2厅1卫,129.36平米,9045元/平米,南北,高层,精装修,经开
18,卉香花园,52万,1室1厅1卫,65平米,8000元/平米,南北,高层,精装修,南关
19,澳海東方1號,63万,1室1厅1卫,67平米,9403元/平米,南,中层,精装修,经开
20,国盛东润枫景,42.5万,1室2厅1卫,49平米,8673元/平米,南,低层,精装修,经开
21,乐东小区北区,61万,2室2厅1卫,75.99平米,8027元/平米,南北,中层,精装修,经开
22,中海国际社区,105万,2室2厅1卫,88.53平米,11860元/平米,南,低层,精装修,净月
23,锦江花园二区,73万,2室1厅1卫,85平米,8588元/平米,南北,低层,精装修,绿园
24,车城名仕花园,50万,2室2厅1卫,54平米,9259元/平米,南北,中层,精装修,朝阳
25,富奥临河湾,230万,3室2厅2卫,169平米,13609元/平米,南北,低层,豪华装修,净月
26,市政府宿舍,40万,2室1厅1卫,62.5平米,6400元/平米,南北,中层,中装修,南关
27,阳光水郡,37万,3室1厅1卫,81平米,4568元/平米,南北,中层,毛坯,二道
28,万盛中央一品,118万,2室2厅1卫,103.3平米,11423元/平米,南北,中层,精装修,二道
29,倚澜观邸,135万,2室2厅1卫,89平米,15169元/平米,南北,高层,精装修,高新
30,东安开运福里,118万,3室2厅1卫,96平米,12292元/平米,南北,中层,豪华装修,朝阳
31,东皇先锋,81.5万,2室2厅1卫,89平米,9157元/平米,南北,高层,精装修,经开
32,133厂宿舍,56万,2室2厅1卫,85.17平米,6575元/平米,南北,中层,毛坯,绿园
33,力旺东玺台,187万,3室2厅2卫,130平米,14385元/平米,南北,低层,豪华装修,二道
34,长化小区,43.8万,2室1厅1卫,72平米,6083元/平米,南北,高层,精装修,绿园
35,大禹城邦二期,80万,1室1厅1卫,69平米,11594元/平米,南北,高层,精装修,朝阳
36,天富御苑,55万,2室2厅1卫,91.5平米,6011元/平米,南北,中层,精装修,二道
37,中海盛世城,77万,2室2厅1卫,88平米,8750元/平米,南北,高层,精装修,高新
38,华大天朗国际社区,44.5万,2室1厅1卫,55平米,8091元/平米,南北,高层,精装修,宽城
39,,,,,,,,,
40,平泉小区,53万,2室1厅1卫,70平米,7571元/平米,南北,中层,中装修,南关
41,卓扬中华城,88万,2室2厅1卫,72平米,12222元/平米,南北,低层,精装修,宽城
42,中天北湾新城,52.6万,2室2厅1卫,87.9平米,5984元/平米,南北,中层,精装修,高新
43,杨家小区,69.8万,2室2厅1卫,90平米,7756元/平米,南北,高层,精装修,绿园
44,绿地长春上海城,112万,2室2厅1卫,100平米,11200元/平米,南北,高层,精装修,绿园
45,长江花园,72万,2室2厅1卫,93平米,7742元/平米,南北,中层,精装修,二道
46,首地首城,125万,3室2厅1卫,117平米,10684元/平米,南北,高层,精装修,经开
47,东方之珠,49.8万,2室1厅1卫,58平米,8586元/平米,南北,高层,精装修,二道
48,高新和園,430万,3室2厅2卫,195.33平米,22014元/平米,南北,中层,毛坯,高新
49,华亨名城,61.5万,2室1厅1卫,63.18平米,9734元/平米,南,中层,精装修,宽城
50,风华新苑,70.5万,2室2厅1卫,88平米,8011元/平米,南北,低层,中装修,绿园
51,恒盛豪庭,100万,2室2厅1卫,111平米,9009元/平米,南北,高层,毛坯,高新
52,华源公园1号,52万,2室1厅1卫,72.08平米,7214元/平米,南北,高层,毛坯,宽城
53,亚泰樱花苑,150万,3室2厅2卫,141平米,10638元/平米,南北,中层,精装修,二道
54,新星宇之洲,136万,2室2厅1卫,103.75平米,13108元/平米,南北,低层,豪华装修,南关
55,中海水岸春城,147万,3室2厅1卫,127.21平米,11556元/平米,南北,中层,豪华装修,净月
56,远洋戛纳小镇,85万,2室2厅1卫,89平米,9551元/平米,南北,高层,精装修,净月
57,西城国际公馆,61万,2室1厅1卫,76平米,8026元/平米,西,高层,精装修,绿园
58,万通花园A区,41.8万,2室1厅1卫,50.8平米,8228元/平米,东,高层,精装修,二道
59,,,,,,,,,
0,车城名仕花园,50万,2室2厅1卫,53平米,9434元/平米,南北,中层,精装修,朝阳
1,华大城,64万,2室2厅1卫,87.4平米,7323元/平米,南北,中层,毛坯,宽城
2,园东小区,94.8万,2室2厅1卫,148.65平米,6377元/平米,南北,低层,精装修,南关
3,中国铁建西派府,135万,3室2厅2卫,123平米,10976元/平米,南北,低层,精装修,经开
4,一品红城,105万,2室1厅1卫,86平米,12209元/平米,南北,中层,简装修,朝阳
5,华大天朗国际社区,32.5万,暂无,40.75平米,7975元/平米,南,中层,简装修,宽城
6,万通维多利亚湾,60万,2室1厅1卫,68.22平米,8795元/平米,南北,中层,精装修,二道
7,吴中家天下,105万,3室2厅2卫,112平米,9375元/平米,南北,中层,精装修,二道
8,领秀朝阳,61万,2室1厅1卫,51平米,11961元/平米,南北,中层,精装修,朝阳
9,中海景阳公馆,60万,2室1厅1卫,85平米,7059元/平米,南北,中层,精装修,绿园
10,雅舍枫林,105万,2室2厅1卫,112平米,9375元/平米,南北,中层,精装修,净月
11,天伦中央区,96万,2室2厅1卫,95.99平米,10001元/平米,南北,高层,豪华装修,南关
12,春天家园,105万,2室1厅1卫,101.5平米,10345元/平米,南北,低层,精装修,绿园
13,南湖新村,120万,2室1厅1卫,50平米,24000元/平米,南,低层,精装修,朝阳
14,豪邦四季经典,105万,5室3厅2卫,98平米,10714元/平米,南北,高层,精装修,宽城
15,绿地城,77万,2室2厅1卫,89平米,8652元/平米,南北,中层,毛坯,高新
16,伟峰东樾,145万,2室2厅1卫,97平米,14948元/平米,东,低层,暂无,净月
17,枫林园,46万,1室1厅1卫,41.25平米,11152元/平米,南,中层,精装修,二道
18,,,,,,,,,
19,御翠豪庭,210万,4室2厅2卫,185平米,11351元/平米,南北,低层,精装修,南关
20,万通花园,116.8万,3室2厅2卫,142.5平米,8196元/平米,南北,中层,精装修,二道
21,车城名仕花园,50万,2室2厅1卫,54平米,9259元/平米,南北,中层,精装修,朝阳
22,华大城,41.5万,1室1厅1卫,52平米,7981元/平米,南北,中层,精装修,宽城
23,兆丰青年路玖号,55万,2室2厅1卫,75.3平米,7304元/平米,南北,高层,毛坯,宽城
24,经开六区,50万,2室2厅1卫,70平米,7143元/平米,南北,高层,中装修,经开
25,恒大绿洲,118万,2室2厅1卫,99平米,11919元/平米,南,中层,精装修,高新
26,二二八厂宿舍,72万,2室2厅1卫,60平米,12000元/平米,南北,低层,简装修,朝阳
27,恒大名都,98万,2室2厅1卫,98.2平米,9980元/平米,南北,低层,精装修,高新
28,恒大绿洲,125万,2室2厅1卫,98.62平米,12675元/平米,南北,低层,精装修,高新
29,绿地城,89万,2室1厅1卫,89.5平米,9944元/平米,南北,中层,毛坯,高新
30,证大光明城,98万,2室2厅1卫,83.4平米,11751元/平米,南北,低层,精装修,宽城
31,安达小区,92万,2室2厅1卫,95平米,9684元/平米,南北,中层,精装修,朝阳
32,太阳世家,305万,6室4厅5卫,307.15平米,9930元/平米,南北,低层,毛坯,南关
33,隆德帝景,38万,2室2厅1卫,86平米,4419元/平米,南北,中层,毛坯,宽城
34,新星宇观塘,185万,3室2厅2卫,140平米,13214元/平米,南北,中层,豪华装修,南关
35,锦绣东方,102万,2室1厅1卫,92.67平米,11007元/平米,南北,高层,简装修,经开
36,华泰世纪新城一期,43.8万,2室1厅1卫,56.16平米,7799元/平米,东,高层,豪华装修,宽城
37,万科潭溪别墅,350万,4室2厅3卫,207平米,16908元/平米,南,低层,毛坯,净月
38,雨润星雨华府,49万,2室2厅1卫,76.1平米,6439元/平米,南北,中层,毛坯,宽城
39,大禹华邦,62万,2室1厅1卫,75.8平米,8179元/平米,南北,中层,精装修,绿园
40,昊源高格蓝湾,208万,3室2厅2卫,130平米,16000元/平米,南北,高层,毛坯,二道
41,益田翠堤悦府,101万,2室2厅1卫,95平米,10632元/平米,南北,高层,精装修,高新
42,嘉惠红山郡,122万,2室2厅1卫,93.86平米,12998元/平米,南北,高层,精装修,经开
43,长影世纪村,130万,2室2厅1卫,107平米,12150元/平米,南北,低层,简装修,朝阳
44,经济技术开发区八区,51万,2室2厅1卫,74平米,6892元/平米,南北,低层,精装修,经开
45,208医院小区,83万,3室2厅1卫,115平米,7217元/平米,南北,中层,精装修,绿园
46,昊源高格蓝郡,89万,2室2厅1卫,79.73平米,11163元/平米,南北,高层,精装修,二道
47,益田枫露,65万,1室1厅1卫,51平米,12745元/平米,南北,中层,精装修,高新
48,春天花园,76万,2室1厅1卫,95平米,8000元/平米,南北,中层,简装修,绿园
49,丰和日丽,188万,4室2厅2卫,201平米,9353元/平米,南北,高层,豪华装修,绿园
50,安华美域,82.5万,2室2厅1卫,96.82平米,8521元/平米,南北,高层,精装修,经开
51,天茂湖三期温莎园,200万,3室2厅2卫,184平米,10870元/平米,南北,中层,豪华装修,高新
52,爱尚北湖,105万,3室2厅1卫,115平米,9130元/平米,南北,高层,精装修,高新
53,长春明珠,226万,3室2厅2卫,190平米,11895元/平米,南北,中层,精装修,南关
54,长电紫盈花城,145万,3室2厅2卫,130平米,11154元/平米,南北,低层,豪华装修,二道
55,,,,,,,,,
56,滨河小区,78万,3室1厅1卫,110平米,7091元/平米,南北,高层,精装修,二道
57,中信城枫丹白露二期,145万,3室2厅2卫,140平米,10357元/平米,南北,低层,精装修,净月
58,中天北湾新城,88万,2室2厅1卫,88.3平米,9966元/平米,南北,低层,精装修,高新
59,,,,,,,,,
0,东方之珠,103万,2室2厅1卫,95.82平米,10749元/平米,南北,中层,精装修,二道
1,东田青年城,147.8万,3室2厅2卫,145平米,10193元/平米,南北,中层,豪华装修,宽城
2,领秀蓝珀湖,78万,2室2厅1卫,86.24平米,9045元/平米,南北,高层,毛坯,高新
3,华大城,38.5万,1室1厅1卫,55.3平米,6962元/平米,南北,中层,毛坯,宽城
4,好景山庄,90万,2室2厅1卫,85平米,10588元/平米,南北,中层,精装修,南关
5,,,,,,,,,
6,万龙丽水湾,168万,3室2厅2卫,130平米,12923元/平米,南北,高层,豪华装修,高新
7,丰和西郡,138万,2室2厅1卫,92.66平米,14893元/平米,南北,高层,精装修,绿园
8,远洋戛纳小镇,190万,2室2厅2卫,91.59平米,20745元/平米,南北,低层,毛坯,净月
9,钻石城,74.8万,2室1厅1卫,93平米,8043元/平米,南北,中层,精装修,二道
10,新奥蓝城,186万,3室2厅2卫,143平米,13007元/平米,东,低层,暂无,绿园
11,万龙国际城,79万,2室2厅1卫,88平米,8977元/平米,南北,高层,精装修,宽城
12,国信嘉邑,157万,3室2厅2卫,122.81平米,12784元/平米,南北,低层,精装修,南关
13,大禹南湖首府,205万,3室2厅2卫,124平米,16532元/平米,南北,中层,精装修,朝阳
14,松苑小区,85万,2室1厅1卫,118.94平米,7146元/平米,南北,低层,精装修,二道
15,恒大御景,148万,3室2厅1卫,114.51平米,12925元/平米,南,中层,精装修,南关
16,远洋戛纳小镇,127万,2室2厅1卫,102.23平米,12423元/平米,东,低层,暂无,净月
17,丰和西郡,88万,2室1厅1卫,65平米,13538元/平米,东,低层,暂无,绿园
18,德辉首府,95万,3室2厅2卫,119平米,7983元/平米,南北,低层,毛坯,二道
19,中海寰宇天下,67.5万,2室1厅1卫,74.88平米,9014元/平米,南北,低层,简装修,经开
20,亚泰杏花苑,48.5万,2室2厅1卫,75平米,6467元/平米,南,高层,精装修,二道
21,虹馆,136万,2室2厅1卫,96.52平米,14090元/平米,南北,高层,精装修,南关
22,华大天朗国际社区,28.8万,暂无,46平米,6261元/平米,南北,高层,精装修,宽城
23,万通花园A区,89万,2室2厅1卫,95.31平米,9338元/平米,南北,高层,精装修,二道
24,亚泰杏花苑,63.5万,2室1厅1卫,80平米,7938元/平米,西,中层,简装修,二道
25,汽研小区,108万,2室1厅1卫,100平米,10800元/平米,南北,高层,精装修,绿园
26,风华新苑,40万,2室2厅1卫,61平米,6557元/平米,南北,中层,精装修,绿园
27,华大城,66万,2室2厅1卫,85平米,7765元/平米,南北,中层,毛坯,宽城
28,证大清丰园,112万,2室2厅1卫,98.94平米,11320元/平米,南北,中层,豪华装修,宽城
29,东方之珠,69.8万,2室1厅1卫,73平米,9562元/平米,南北,高层,简装修,二道
30,东安加州枫景,148万,3室2厅1卫,104.76平米,14128元/平米,南北,低层,精装修,净月
31,新星宇和邑,95.5万,2室2厅1卫,101平米,9455元/平米,南北,中层,精装修,经开
32,好景山庄,130万,2室2厅1卫,115平米,11304元/平米,南北,中层,精装修,南关
33,吴中北国之春,80万,2室2厅1卫,83平米,9639元/平米,东,低层,暂无,经开
34,中海国际社区,132万,3室2厅2卫,130平米,10154元/平米,南北,中层,精装修,净月
35,新星宇左岸,97万,2室2厅1卫,89.26平米,10867元/平米,南北,中层,精装修,高新
36,恒大都市广场,150万,3室2厅2卫,138平米,10870元/平米,南北,高层,精装修,二道
37,丰和日丽,105万,2室1厅1卫,93.65平米,11212元/平米,南北,高层,简装修,绿园
38,中海蘭庭,155万,3室2厅2卫,125平米,12400元/平米,南北,中层,豪华装修,高新
39,万鑫花园,65万,2室2厅1卫,75平米,8667元/平米,南北,中层,精装修,绿园
40,壹克拉公馆,30万,1室1厅1卫,41平米,7317元/平米,南北,中层,精装修,南关
41,亚泰花园桃花苑,83万,2室2厅1卫,100平米,8300元/平米,南北,高层,精装修,二道
42,上东城市之光,65.5万,3室1厅1卫,70平米,9357元/平米,南北,高层,精装修,二道
43,六合一方,94万,2室1厅1卫,109平米,8624元/平米,南北,中层,豪华装修,经开
44,公安厅宿舍,82万,1室1厅1卫,52平米,15769元/平米,南北,高层,精装修,朝阳
45,嘉柏湾,59万,2室1厅1卫,62平米,9516元/平米,南,中层,精装修,经开
46,像素公园,72万,2室2厅1卫,85平米,8471元/平米,南北,中层,精装修,经开
47,万科柏翠园,350万,3室2厅2卫,168.69平米,20748元/平米,南北,中层,豪华装修,朝阳
48,园东小区,130万,4室2厅2卫,200平米,6500元/平米,南北,低层,精装修,南关
49,金达莱家园,55万,2室2厅1卫,76平米,7237元/平米,南北,中层,简装修,绿园
50,新星宇之洲,115万,2室2厅1卫,105.2平米,10932元/平米,南北,高层,精装修,南关
51,华亿红府,83万,2室1厅1卫,73平米,11370元/平米,南北,低层,精装修,朝阳
52,华方状元府,73万,2室2厅1卫,86平米,8488元/平米,南北,中层,精装修,宽城
53,天一地矿花园,75万,2室1厅1卫,67平米,11194元/平米,南北,高层,精装修,朝阳
54,水韵豪庭,235万,4室2厅2卫,183平米,12842元/平米,南北,高层,豪华装修,南关
55,富豪花园,100万,4室2厅2卫,146平米,6849元/平米,南北,中层,中装修,朝阳
56,新竹花园,56.6万,2室2厅1卫,120平米,4717元/平米,南北,高层,简装修,绿园
57,中意之尊,74万,2室1厅1卫,76平米,9737元/平米,南北,中层,精装修,经开
58,金质融城,90万,2室2厅1卫,96平米,9375元/平米,南北,高层,毛坯,宽城
59,桃源春晓,68万,2室1厅1卫,67.52平米,10071元/平米,南北,中层,精装修,南关
0,恒大御景,149万,3室2厅2卫,128.81平米,11567元/平米,南北,低层,精装修,南关
1,天富家园,55万,2室1厅1卫,62平米,8871元/平米,南,中层,精装修,二道
2,吉粮康郡,182万,3室2厅1卫,138平米,13188元/平米,南北,中层,中装修,绿园
3,轻铁湖光花园,75万,2室2厅1卫,94平米,7979元/平米,南北,高层,精装修,朝阳
4,国信嘉邑,112万,2室1厅1卫,91.1平米,12294元/平米,南北,高层,精装修,南关
5,像素公园,65万,1室1厅1卫,51.26平米,12680元/平米,南北,高层,精装修,经开
6,富苑华城,160万,3室2厅3卫,137平米,11679元/平米,南北,中层,精装修,朝阳
7,御景名都,71.5万,2室2厅1卫,63.3平米,11295元/平米,南北,高层,精装修,二道
8,天富御苑,36万,1室1厅1卫,48.03平米,7495元/平米,南,高层,毛坯,二道
9,东北师大附中家属楼,68万,3室1厅1卫,77平米,8831元/平米,南北,中层,精装修,朝阳
